claim0.00-s42 full_baseline start=GEN seed=42 generation_order_chf=25353593757157 earliest_due_date_chf=137293629216268 edd_over_generation_x=5.42
claim0.00-s42 cost_breakdown[arrivee] total_chf=2.318e+12 setter_chf=4.392e+07 machine_idle_chf=9.665e+08 tardiness_chf=2.316e+12 earliness_chf=1.076e+09 soft_freeze_chf=1.539e+07 tardiness_over_physical=2292 tooling_borrowing=7710 tooling_bound=3444 tooling_binding_rate=44.7%
claim0.00-s42 full_result variant=M5 start=GEN seed=42 orders=5000 seconds=417.60 moves_per_sec=407.1 propagations=437507 start_cost_chf=25353593757157 end_cost_chf=2317920926909 soft_reduction_pct=90.86 hard_start=6883217948 hard_end=2491902577 hard_reduction_pct=63.80 verdict=IMPROVED_BOTH dirty_per_propagation=1112.8 order_changes_per_propagation=268.2 cost_relevant_pct=24.10 enqueued=597452430 wasted_recompute_pct=18.5 budget_mode=work cpu_seconds=408.0 cpu_over_wall=0.98 load_start=17.0 load_end=17.1 cores=16
claim0.00-s42 moves_emitted swaps=33923 reassignments=136076 setters=0 toolings=0 reassignment_share=0.80 scarce_share=0.00
claim0.05-s42 full_baseline start=GEN seed=42 generation_order_chf=25354238625062 earliest_due_date_chf=137293817222472 edd_over_generation_x=5.42
claim0.05-s42 cost_breakdown[arrivee] total_chf=2.169e+12 setter_chf=4.388e+07 machine_idle_chf=9.525e+08 tardiness_chf=2.167e+12 earliness_chf=1.109e+09 soft_freeze_chf=1.496e+07 tardiness_over_physical=2175 tooling_borrowing=7710 tooling_bound=3481 tooling_binding_rate=45.1%
claim0.05-s42 full_result variant=M5 start=GEN seed=42 orders=5000 seconds=331.26 moves_per_sec=513.2 propagations=436021 start_cost_chf=25354238625062 end_cost_chf=2169368251603 soft_reduction_pct=91.44 hard_start=6883835238 hard_end=2446248978 hard_reduction_pct=64.46 verdict=IMPROVED_BOTH dirty_per_propagation=1130.4 order_changes_per_propagation=271.4 cost_relevant_pct=24.01 enqueued=604116280 wasted_recompute_pct=18.4 budget_mode=work cpu_seconds=334.9 cpu_over_wall=1.01 load_start=17.1 load_end=18.5 cores=16
claim0.05-s42 moves_emitted swaps=33959 reassignments=136040 setters=0 toolings=0 reassignment_share=0.80 scarce_share=0.00
claim0.15-s42 full_baseline start=GEN seed=42 generation_order_chf=25354259844496 earliest_due_date_chf=137293753693446 edd_over_generation_x=5.42
claim0.15-s42 cost_breakdown[arrivee] total_chf=2.226e+12 setter_chf=4.391e+07 machine_idle_chf=9.489e+08 tardiness_chf=2.224e+12 earliness_chf=1.013e+09 soft_freeze_chf=1.491e+07 tardiness_over_physical=2240 tooling_borrowing=7710 tooling_bound=3466 tooling_binding_rate=45.0%
